ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,currency_code,currency_name,age_mid,age_known,exp_gt_code,ed_ordinal,ed_level_clean,employment_group,has_employer,job_block_missing,org_size_mid,org_size_log,org_size_cat,ic_or_pm,is_manager,remote_ordinal,remote_3cat,remote_cat,industry_clean,country_clean,region,country_grouped,paid_in_hard_currency,dev_type_clean,dev_type_grouped,role_family,n_lang,lang_answered,lang_javascript,lang_html_css,lang_sql,lang_python,lang_typescript,lang_bash_shell_all_shells,lang_c_sharp,lang_java,lang_powershell,lang_c_plus_plus,lang_go,lang_php,lang_c,lang_rust,lang_kotlin,n_db,db_answered,db_postgresql,db_mysql,db_sqlite,db_redis,db_microsoft_sql_server,db_mongodb,db_mariadb,db_elasticsearch,db_dynamodb,db_oracle,db_bigquery,db_supabase,salary_suspect_low,log_salary
32331,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,11.0,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,India,INR Indian rupee,HTML/CSS;Python;SQL,Elasticsearch;MariaDB;MySQL,69744.0,INR,Indian rupee,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,15000.0,4.176091259055681,"10,000 or more employees",Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,India,South Asia,India,False,Data scientist,Data scientist,Data/AI,3.0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,11.152586674478174
3234,25-34 years old,Some college/university study without earning a degree,Employed,10.0,13.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server,34804.0,EUR,European Euro,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,"Internet, Telecomm or Information Services",Germany,Western/Northern Europe,Germany,True,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,2.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,10.457487601685916
3236,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",35.0,42.0,"Founder, technology or otherwise",,,,"Internet, Telecomm or Information Services",Australia,AUD Australian dollar,C;C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Microsoft SQL Server;SQLite,61759.0,AUD,Australian dollar,49.5,True,False,2.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Self-employed,False,True,,,Not applicable,Not applicable,,,Not applicable,Not applicable,"Internet, Telecomm or Information Services",Australia,Oceania,Australia,False,"Founder, technology or otherwise",Other role,Management,6.0,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,11.030994992857726
3238,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,13.0,"Developer, AI apps or physical AI",20 to 99 employees,Individual contributor,Remote,Other,Argentina,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;Redis;Clickhouse,99935.0,USD,United States dollar,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Other,Argentina,Latin America,Argentina,True,"Developer, AI apps or physical AI",Other role,Data/AI,6.0,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4.0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,11.512275253628642
324,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,20.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Japan,JPY Japanese yen,Assembly;Bash/Shell (all shells);C#;C++;Delphi;Fortran;Java;JavaScript;Lisp;Perl;PowerShell;Python;Ruby;SQL;TypeScript;VBA;Visual Basic (.Net),Microsoft SQL Server;Oracle;PostgreSQL;SQLite,19345.0,JPY,Japanese yen,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Japan,East/Southeast Asia,Other: East/Southeast Asia,False,"Developer, desktop or enterprise applications","Developer, desktop or enterprise applications",Engineering,17.0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,4.0,True,True,False,True,False,True,False,False,False,False,True,False,False,False,9.870189267134613
3240,25-34 years old,Some college/university study without earning a degree,Employed,5.0,6.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Cloud Firestore;Cosmos DB;Microsoft SQL Server;MongoDB;Redis;SQLite,100000.0,USD,United States dollar,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,7.0,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,6.0,True,False,False,True,True,True,True,False,False,False,False,False,False,False,11.512925464970229
32405,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,9.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,Poland,PLN Polish zloty,Java;Kotlin,Elasticsearch;PostgreSQL;Snowflake;Cockroachdb,136450.0,PLN,Polish zloty,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",Individual contributor,0.0,3.0,Remote/flexible,Remote,Banking/Financial Services,Poland,Eastern Europe/Central Asia,Poland,False,"Developer, back-end","Developer, back-end",Engineering,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,11.823713526136485
32430,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,12.0,"Developer, full-stack",20 to 99 employees,People manager,Remote,Software Development,Greece,EUR European Euro,HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;MySQL,34804.0,EUR,European Euro,39.5,True,True,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,3.0,Remote/flexible,Remote,Software Development,Greece,Southern Europe,Greece,True,"Developer, full-stack","Developer, full-stack",Engineering,4.0,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,10.457487601685916
32463,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,12.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Retail and Consumer Services,Ukraine,UAH Ukrainian hryvnia,,,5392.0,UAH,Ukrainian hryvnia,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Retail and Consumer Services,Ukraine,Eastern Europe/Central Asia,Ukraine,False,"Developer, back-end","Developer, back-end",Engineering,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,8.592671652592143
32478,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,4.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,INR Indian rupee,HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;MySQL;Neo4J;PostgreSQL,8137.0,INR,Indian rupee,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,South Asia,India,False,"Developer, full-stack","Developer, full-stack",Engineering,4.0,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,4.0,True,True,True,False,False,False,True,False,False,False,False,False,False,False,9.004176840696656
32483,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,22.0,Other,"5,000 to 9,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,EUR European Euro,Bash/Shell (all shells);C;Lua;PHP;Python;Rust;SQL,Elasticsearch;InfluxDB;MariaDB;PostgreSQL;SQLite;Clickhouse;Cockroachdb,82623.0,EUR,European Euro,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,7500.0,3.8750612633917,"5,000 to 9,999 employees",People manager,1.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,Western/Northern Europe,Germany,True,Other,Other,Other,7.0,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,7.0,True,True,False,True,False,False,False,True,True,False,False,False,False,False,11.322043371112159
32488,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,5.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL,51046.0,EUR,European Euro,21.0,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,Western/Northern Europe,Germany,True,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,4.0,True,False,True,False,False,True,False,True,True,False,False,False,False,False,10.840482465968575
32522,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,11.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,India,INR Indian rupee,,,69163.0,INR,Indian rupee,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,India,South Asia,India,False,"Developer, back-end","Developer, back-end",Engineering,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,11.1442213165314
32523,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,3.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Software Development,India,INR Indian rupee,,,6974.0,INR,Indian rupee,21.0,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",Individual contributor,0.0,0.0,In-person,In-person,Software Development,India,South Asia,India,False,"Developer, full-stack","Developer, full-stack",Engineering,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,8.849944227235596
3253,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,34.0,41.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States of America,USD United States dollar,Bash/Shell (all shells);C#,,95000.0,USD,United States dollar,59.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States,North America,United States,True,"Developer, desktop or enterprise applications","Developer, desktop or enterprise applications",Engineering,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,False,,,,,,,,,,,,,False,11.461632170582678
32544,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,19.0,Data scientist,20 to 99 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);C++;HTML/CSS;PowerShell;Python,,92812.0,EUR,European Euro,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,Germany,Western/Northern Europe,Germany,True,Data scientist,Data scientist,Data/AI,5.0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,,False,,,,,,,,,,,,,False,11.438331220759258
3256,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",15.0,19.0,Data engineer,,,,Software Development,Kenya,USD United States dollar,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL,Microsoft SQL Server;MySQL;SQLite,13000.0,USD,United States dollar,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Self-employed,False,True,,,Not applicable,Not applicable,,,Not applicable,Not applicable,Software Development,Kenya,Sub-Saharan Africa,Other: Sub-Saharan Africa,True,Data engineer,Data engineer,Data/AI,8.0,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,3.0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,9.472704636443673
32566,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Developer, mobile",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Swift;TypeScript,MongoDB;PostgreSQL;SQLite,89331.0,EUR,European Euro,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,Western/Northern Europe,Netherlands,True,"Developer, mobile","Developer, mobile",Engineering,9.0,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,3.0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,11.40010385108078
32590,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,33.0,33.0,"Architect, software or solutions",20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dynamodb;MariaDB;MongoDB;MySQL,204212.0,GBP,Pound sterling,49.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,3.0,Remote/flexible,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,United Kingdom,Western/Northern Europe,United Kingdom,True,"Architect, software or solutions","Architect, software or solutions",Other,6.0,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,4.0,True,False,True,False,False,False,True,True,False,True,False,False,False,False,12.226913948901823
32595,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,32.0,"Developer, full-stack","1,000 to 4,999 employees",People manager,In-person,Government,Brazil,BRL Brazilian real,,,18204.0,BRL,Brazilian real,49.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",People manager,1.0,0.0,In-person,In-person,Government,Brazil,Latin America,Brazil,False,"Developer, full-stack","Developer, full-stack",Engineering,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,9.809396629136533
32597,45-54 years old,Some college/university study without earning a degree,Employed,26.0,34.0,"Architect, software or solutions","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Netherlands,EUR European Euro,Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,BigQuery;Dynamodb;MySQL;Oracle;Redis,109054.0,EUR,European Euro,49.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,7500.0,3.8750612633917,"5,000 to 9,999 employees",Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Netherlands,Western/Northern Europe,Netherlands,True,"Architect, software or solutions","Architect, software or solutions",Other,10.0,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,5.0,True,False,True,False,True,False,False,False,False,True,True,True,False,False,11.59959845137889
32620,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,28.0,"Developer, back-end",Less than 20 employees,People manager,Remote,Software Development,China,CNY Chinese Yuan Renminbi,C;Go;HTML/CSS;Java;Lisp;Python;Rust;SQL;TypeScript,MariaDB;MySQL;Redis;Clickhouse,104464.0,CNY,Chinese Yuan Renminbi,49.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,People manager,1.0,3.0,Remote/flexible,Remote,Software Development,China,East/Southeast Asia,China,False,"Developer, back-end","Developer, back-end",Engineering,9.0,True,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,4.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,11.556597793426414
32637,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",25.0,33.0,"Developer, AI apps or physical AI",,,,Software Development,Norway,NOK Norwegian krone,,,217420.0,NOK,Norwegian krone,49.5,True,False,7.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Self-employed,False,True,,,Not applicable,Not applicable,,,Not applicable,Not applicable,Software Development,Norway,Western/Northern Europe,Norway,False,"Developer, AI apps or physical AI",Other role,Data/AI,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,12.289586245757992
32684,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,20.0,DevOps engineer or professional,Less than 20 employees,Individual contributor,Remote,Higher Education,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;Redis,120000.0,USD,United States dollar,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Higher Education,United States,North America,United States,True,DevOps engineer or professional,DevOps engineer or professional,Infrastructure,5.0,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,3.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,11.695247021764184
32696,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",9.0,11.0,"Developer, full-stack",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Indonesia,IDR Indonesian rupiah,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB,5209.0,IDR,Indonesian rupiah,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Self-employed,False,False,10.0,1.0,Less than 20 employees,People manager,1.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Indonesia,East/Southeast Asia,Other: East/Southeast Asia,False,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,8.558143177745192
32706,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,23.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Serbia,EUR European Euro,,,111374.0,EUR,European Euro,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Serbia,Eastern Europe/Central Asia,Serbia,True,"Architect, software or solutions","Architect, software or solutions",Other,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,11.620649186057156
32746,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,12.0,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,,,151359.0,GBP,Pound sterling,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,"Internet, Telecomm or Information Services",United Kingdom,Western/Northern Europe,United Kingdom,True,DevOps engineer or professional,DevOps engineer or professional,Infrastructure,,False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,11.927409777498553
32750,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,9.0,"Founder, technology or otherwise",Less than 20 employees,People manager,Remote,Fintech,India,INR Indian rupee,Bash/Shell (all shells);HTML/CSS;Python;SQL,MySQL;PostgreSQL;Redis,2092.0,INR,Indian rupee,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,People manager,1.0,3.0,Remote/flexible,Remote,Fintech,India,South Asia,India,False,"Founder, technology or otherwise",Other role,Management,4.0,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,3.0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,7.645875825184813
3276,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,13.0,"Developer, back-end",Less than 20 employees,Individual contributor,In-person,Other,Australia,AUD Australian dollar,C;C#;PowerShell;SQL,Dynamodb;Microsoft SQL Server,58508.0,AUD,Australian dollar,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,0.0,In-person,In-person,Other,Australia,Oceania,Australia,False,"Developer, back-end","Developer, back-end",Engineering,4.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,10.976918776006979
32766,35-44 years old,Some college/university study without earning a degree,Employed,,10.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Brazil,BRL Brazilian real,C#;GDScript;HTML/CSS;Java;JavaScript;TypeScript,Microsoft SQL Server;SQLite,10922.0,BRL,Brazilian real,39.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,15000.0,4.176091259055681,"10,000 or more employees",Individual contributor,0.0,3.0,Remote/flexible,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Brazil,Latin America,Brazil,False,"Developer, back-end","Developer, back-end",Engineering,6.0,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,9.298534382712099
32784,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,19.0,"Architect, software or solutions",500 to 999 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States of America,USD United States dollar,Bash/Shell (all shells);Go;PowerShell;Python,,250000.0,USD,United States dollar,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,750.0,2.8750612633917,500 to 999 employees,People manager,1.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States,North America,United States,True,"Architect, software or solutions","Architect, software or solutions",Other,4.0,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,,False,,,,,,,,,,,,,False,12.429216196844383
32796,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,10.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Ukraine,USD United States dollar,Go;Java;PHP;TypeScript,,75000.0,USD,United States dollar,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,15000.0,4.176091259055681,"10,000 or more employees",Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Ukraine,Eastern Europe/Central Asia,Ukraine,True,"Architect, software or solutions","Architect, software or solutions",Other,4.0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,,False,,,,,,,,,,,,,False,11.225243392518447
328,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,8.0,8.0,"Developer, full-stack",20 to 99 employees,People manager,Remote,Software Development,Canada,CAD Canadian dollar,HTML/CSS;JavaScript;PHP;Python;SQL,MySQL,58367.0,CAD,Canadian dollar,29.5,True,False,7.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,3.0,Remote/flexible,Remote,Software Development,Canada,North America,Canada,False,"Developer, full-stack","Developer, full-stack",Engineering,5.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,10.974505940611799
3280,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,5.0,Other,"1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python,DuckDB;Elasticsearch;SQLite,82000.0,USD,United States dollar,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",Individual contributor,0.0,3.0,Remote/flexible,"Your choice (very flexible, you can come in when you want or just as needed)",Unknown,United States,North America,United States,True,Other,Other,Other,6.0,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,3.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,11.314474526246391
3282,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,25.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,Remote,Software Development,Canada,CAD Canadian dollar,Assembly;Bash/Shell (all shells);C;C++;Python,,127677.0,CAD,Canadian dollar,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,Canada,North America,Canada,False,"Developer, embedded applications or devices","Developer, embedded applications or devices",Engineering,5.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,,False,,,,,,,,,,,,,False,11.757258916166993
